nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0781760,Brad Segal,\N,\N,"music_department,composer,soundtrack",tt1282140
nm0781981,Jason Segel,1980,\N,"actor,writer,producer","tt3416744,tt1956620,tt0800039,tt1204342"
nm0782053,Willi Segler,1933,\N,"producer,production_manager,writer","tt0097292,tt0062584,tt0089378,tt0083946"
nm0782270,Jonathan Sehring,\N,\N,"producer,executive","tt1065073,tt0171804,tt0415978,tt0077082"
nm0782436,David Seidler,1937,\N,"writer,producer","tt0095780,tt1504320,tt0096316,tt0247232"
nm0782561,Emmanuelle Seigner,1966,\N,"actress,writer,soundtrack","tt0142688,tt0104779,tt0095174,tt2406252"
nm0782885,Johnny Sekka,1934,2006,actor,"tt0054518,tt0078801,tt0105946,tt0074896"
nm0782900,Andrzej Sekula,\N,\N,"cinematographer,director,camera_department","tt0105236,tt0285492,tt0110912,tt0144084"
nm0782968,Hubert Selby Jr.,1928,2004,"writer,actor","tt0120081,tt0089384,tt0180093,tt0289944"
nm0783139,Henry Selick,1952,\N,"director,writer,animation_department","tt0116683,tt0327597,tt0107688,tt5181830"
nm0783280,JoAnne Sellar,\N,\N,"producer,miscellaneous","tt0175880,tt11271038,tt0118749,tt0469494"
nm0783913,Lorenzo Semple Jr.,1923,2014,"writer,script_department,miscellaneous","tt0086006,tt0080745,tt0063456,tt0073802"
nm0783934,Jorge Semprún,1923,2011,"writer,actor,soundtrack","tt0065234,tt0315482,tt0090208,tt0060481"
nm0784038,Sener Sen,1941,\N,"actor,producer,script_department","tt0425079,tt1051907,tt0116231,tt0252597"
nm0784039,Sermin Hürmeriç,1947,\N,actress,"tt0307483,tt0184756,tt0116231,tt0421355"
nm0785028,Jean-Paul Seresin,1968,\N,"cinematographer,camera_department,miscellaneous","tt6316138,tt22498830,tt6697582,tt8442644"
nm0785108,Nikolay Sergeev,1894,1988,actor,"tt0067013,tt0060107,tt0046797,tt0053817"
nm0785227,Andy Serkis,1964,\N,"actor,producer,director","tt0167261,tt3450958,tt2103281,tt1318514"
nm0785245,Rod Serling,1924,1975,"writer,actor,producer","tt0056742,tt0052520,tt0063442,tt0065327"
nm0785385,Éric Serra,1959,\N,"music_department,soundtrack,composer","tt0110413,tt0113189,tt0119116,tt0095250"
nm0785771,Jean Servais,1910,1976,"actor,writer","tt0025509,tt0045034,tt0048021,tt0056197"
nm0786022,Roshan Seth,1942,\N,"actor,writer","tt0377107,tt0083987,tt0111301,tt0087469"
nm0786281,Bajram Severdzan,1966,\N,"actor,soundtrack","tt2396459,tt2069100,tt0118843,tt0130752"
nm0786694,Timothy J. Sexton,\N,\N,"producer,writer,miscellaneous","tt0236285,tt0245712,tt0206634,tt2805096"
nm0786707,Takeshi Seyama,\N,\N,"editor,editorial_department,miscellaneous","tt0102587,tt0119698,tt0094625,tt0851578"
nm0786919,Safak Sezer,1970,\N,"actor,writer,director","tt0384116,tt0270053,tt5505316,tt2573438"
nm0787265,Martin Shafer,\N,\N,"producer,miscellaneous,executive","tt1433108,tt1704573,tt0817177,tt1763303"
nm0787289,Anthony Shaffer,1926,2001,"writer,miscellaneous","tt0068611,tt0070917,tt0069281,tt0077413"
nm0787323,Peter Shaffer,1926,2016,"writer,music_department,miscellaneous","tt0069131,tt6846134,tt0075995,tt0086879"
nm0787462,Naseeruddin Shah,1950,\N,"actor,music_department,soundtrack","tt0311429,tt1280558,tt0453729,tt0200087"
nm0787834,Michael Shamberg,1945,\N,"producer,actor,editor","tt0195685,tt0085244,tt0095159,tt0119177"
nm0788170,Ravi Shankar,1920,2012,"composer,soundtrack,music_department","tt0838221,tt0083987,tt0110632,tt0048473"
nm0788335,Michael Shannon,1974,\N,"actor,producer,soundtrack","tt2891174,tt5580390,tt0959337,tt1675192"
nm0788640,Theodore Shapiro,1971,\N,"composer,soundtrack,music_department","tt0359950,tt2091256,tt0942385,tt0458352"
nm0789960,Sam Shaw,1912,1999,"producer,miscellaneous,camera_department","tt0072417,tt0080798,tt0079672,tt0081930"
nm0790452,Moira Shearer,1926,2006,"actress,soundtrack","tt0046374,tt0054167,tt0044103,tt0040725"
nm0790688,Michael Sheen,1969,\N,"actor,producer,director","tt1605783,tt0436697,tt0870111,tt2137109"
nm0791217,Mary Shelley,1797,1851,writer,"tt0021884,tt0026138,tt0072431,tt1418377"
nm0791226,Rachel Shelley,1969,\N,actress,"tt0169102,tt0330251,tt8290476,tt4785472"
nm0792049,Stacey Sher,1962,\N,"producer,actress","tt0259711,tt1853728,tt0119177,tt0195685"
nm0792116,Jimmy Shergill,1970,\N,"actor,miscellaneous,producer","tt0213890,tt1188996,tt2140465,tt1280558"
nm0792263,Taylor Sheridan,1969,\N,"writer,producer,actor","tt2582782,tt4236770,tt5362988,tt3397884"
nm0792431,Emile Sherman,\N,\N,"producer,miscellaneous,actor","tt1504320,tt3741834,tt1723811,tt10293406"
nm0792845,Robert E. Sherwood,1896,1955,"writer,script_department","tt0039190,tt0032976,tt0036868,tt0017979"
nm0792911,Suniel Shetty,1961,\N,"actor,producer","tt0242519,tt0347473,tt0255111,tt0118751"
nm0793122,Steve Shibuya,\N,\N,"camera_department,writer,miscellaneous","tt0166286,tt3526484,tt0978764,tt0095444"
nm0793585,Sumi Shimamoto,1954,\N,actress,"tt0101950,tt0079833,tt0119698,tt0087544"
nm0793616,Yukiko Shimazaki,1931,\N,actress,"tt0043801,tt0228015,tt0363645,tt0047478"
nm0793766,Takashi Shimura,1905,1982,actor,"tt0042876,tt0044741,tt0047478,tt0041699"
nm0793881,Kaneto Shindô,1912,2012,"writer,director,art_director","tt0309703,tt0056049,tt0113186,tt1641397"
nm0794002,Yoshiko Shinohara,\N,\N,actress,"tt3042074,tt0182601,tt0496467,tt0095327"
nm0794174,Hisao Shirai,1946,2019,"cinematographer,camera_department","tt0169858,tt0113568,tt0156887,tt0102587"
nm0794186,Ayano Shiraishi,\N,\N,actress,tt0095327
nm0794385,Shirow Masamune,1961,\N,"writer,art_department,animation_department","tt1260502,tt0347246,tt1219827,tt0113568"
nm0795153,Cate Shortland,1968,\N,"director,writer,miscellaneous","tt0381429,tt3335606,tt3480822,tt1996310"
nm0795169,Pat Shortt,1967,\N,"actor,writer,producer","tt0111958,tt1540133,tt0395060,tt11813216"
nm0795651,Dilip Shukla,\N,\N,"writer,director","tt0416120,tt1620719,tt2112131,tt0109117"
nm0795661,Saurabh Shukla,1963,\N,"actor,writer,director","tt1010048,tt2338151,tt2621000,tt5982852"
nm0795682,Lauren Shuler Donner,1949,\N,"producer,actress,camera_department","tt0128853,tt1431045,tt3315342,tt0110478"
nm0795953,Ronald Shusett,1935,\N,"writer,producer,miscellaneous","tt0100802,tt0090605,tt0078748,tt1386703"
nm0795975,Joe Shuster,1914,1992,"writer,art_department,miscellaneous","tt0078346,tt0770828,tt0094074,tt12361974"
nm0796062,Isaac Schwarts,1923,2009,"composer,soundtrack,music_department","tt0319297,tt0104776,tt0071411,tt0103792"
nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0167404,tt0286106,tt0452637,tt0368447"
nm0796503,Javed Siddiqui,\N,\N,"writer,animation_department,assistant_director","tt0106333,tt0328729,tt0112870,tt0254481"
nm0796504,Siddique,1962,\N,"writer,director,assistant_director","tt0242519,tt1821478,tt1729637,tt9101540"
nm0796950,Jerry Siegel,1914,1996,"writer,miscellaneous,art_department","tt12361974,tt0770828,tt0094074,tt0078346"
nm0797531,Simone Signoret,1921,1985,actress,"tt0046911,tt0059712,tt0043386,tt0053226"
nm0797604,Sjón,1962,\N,"soundtrack,writer,script_department","tt9812474,tt13885958,tt0168629,tt11138512"
nm0797889,Serge Silberman,1917,2003,"producer,miscellaneous,actor","tt0068361,tt0054407,tt0089881,tt0047892"
nm0798065,Virginie Besson-Silla,\N,\N,"producer,executive,miscellaneous","tt2872732,tt2239822,tt0365686,tt6710474"
nm0798564,Eugene Silvain,1851,1930,actor,"tt0019254,tt0431271"
nm0798570,Aldo Silvani,1891,1964,"actor,miscellaneous","tt0040223,tt0047415,tt0050783,tt0047528"
nm0798646,Amanda Silver,1963,\N,"writer,producer,actress","tt2103281,tt4566758,tt0369610,tt1318514"
nm0798788,Scott Silver,\N,\N,"writer,director,producer","tt0120757,tt0964517,tt0116714,tt7286456"
nm0798899,David Silverman,1957,\N,"producer,animation_department,director","tt0198781,tt0096697,tt0107978,tt0462538"
nm0798930,Julie Yorn,1969,\N,"producer,miscellaneous","tt0467197,tt0477080,tt2582782,tt0227984"
nm0798971,Sarah Silverman,1970,\N,"actress,writer,producer","tt0821375,tt5848272,tt1772341,tt0332379"
nm0799050,Marc Silverstein,1971,\N,"writer,producer,director","tt0151738,tt1292566,tt6791096,tt1606389"
nm0799777,J.K. Simmons,1955,\N,"actor,soundtrack","tt3783958,tt2582802,tt0467406,tt0145487"
nm0800209,Joe Simon,1913,2011,"writer,miscellaneous","tt2250912,tt1843866,tt4154796,tt0458339"
nm0800837,Ileana Simova,\N,\N,actress,"tt0044183,tt0045274"
nm0800943,Claire Simpson,\N,\N,"editor,editorial_department","tt0875034,tt4244994,tt0091763,tt0387131"
nm0801184,Robert L. Simpson,1910,1977,"editor,actor,editorial_department","tt0039628,tt0032551,tt0031448,tt0049408"
nm0801264,Simran,1976,\N,"actress,soundtrack","tt8959820,tt0368400,tt9263550,tt0312859"
nm0801691,Nigel Sinclair,\N,\N,"producer,miscellaneous","tt0882977,tt0264395,tt1023114,tt1855199"
nm0801728,Stephen Sinclair,\N,\N,"writer,director,actor","tt0103873,tt0167261,tt0097858,tt1340119"
nm0801737,Upton Sinclair,1878,1968,"writer,producer","tt0469494,tt0011475,tt0023685,tt11823258"
nm0802168,Manmohan Singh,\N,\N,"cinematographer,director,producer","tt1518814,tt1825812,tt0213890,tt0109555"
nm0802563,Robert Siodmak,1900,1973,"director,writer,producer","tt0038669,tt0053229,tt0050746,tt0048542"
nm0802688,G.P. Sippy,1914,2007,"producer,actor,director","tt0147925,tt0073707,tt0420765,tt0152256"
nm0802690,N.C. Sippy,1926,2001,"producer,miscellaneous","tt0066763,tt0072783,tt0244585,tt0079221"
nm0802693,Ramesh Sippy,1947,\N,"director,producer,actor","tt0389586,tt0081491,tt0073707,tt0152256"
nm0803310,Siu Ping-Lam,\N,\N,"art_department,actor,production_designer","tt0212712,tt0969653,tt1462900,tt0118694"
nm0803705,Victor Sjöström,1879,1960,"director,actor,writer","tt0008663,tt0014972,tt0012364,tt0050986"
nm0803889,Bill Skarsgård,1990,\N,"actor,producer,director","tt1396484,tt7349950,tt10366206,tt15791034"
nm0804466,Zachary Sklar,\N,\N,writer,"tt0102138,tt0428532,tt1823126,tt0103801"
nm0805994,Michael Sloan,1946,\N,"writer,producer,miscellaneous","tt0455944,tt0088513,tt0074042,tt3766354"
nm0806189,John Sloss,1956,\N,"producer,miscellaneous,legal",tt6966692
nm0806912,Robert Smigel,1960,\N,"writer,producer,actor","tt0272338,tt0072562,tt0185431,tt0106052"
nm0807667,Charles Henry Smith,1866,1942,"writer,actor,miscellaneous","tt0013440,tt0017925,tt0016630,tt0012691"
nm0808178,Ethan Smith,\N,\N,"producer,production_manager,location_management","tt13623126,tt6806448,tt5463162,tt2713180"
nm0808414,Harold Jacob Smith,1912,1970,"writer,actor","tt0050903,tt0053946,tt0051581,tt0051525"
nm0809059,Lee Smith,1960,\N,"editor,sound_department,editorial_department","tt5013056,tt1375666,tt0468569,tt8579674"
nm0809548,Paul Gerard Smith,1894,1968,"writer,actor,soundtrack","tt0034232,tt0036917,tt0034911,tt0032759"
nm0809833,Russell Smith,1954,\N,"producer,writer","tt0467406,tt1967545,tt1659337,tt0120744"
nm0810478,John Smithson,\N,\N,"producer,director,miscellaneous","tt0460766,tt1542344,tt3746250,tt0379557"
nm0810619,Jurnee Smollett,1986,\N,"actress,soundtrack,producer","tt5315210,tt0427309,tt6905686,tt7713068"
nm0811242,Brittany Snow,1986,\N,"actress,soundtrack,producer","tt2848292,tt0926129,tt1981677,tt0427327"
nm0811583,Zack Snyder,1966,\N,"director,producer,writer","tt12361974,tt0451279,tt0416449,tt0409459"
nm0811761,Joan Sobel,\N,\N,"editor,editorial_department,producer","tt0378194,tt1315981,tt0266697,tt4550098"
nm0813272,Yuriy Solomin,1935,\N,"actor,director","tt0067315,tt0071411,tt0230791,tt0489811"
nm0813463,Anatoliy Solonitsyn,1934,1982,actor,"tt0060107,tt0069293,tt0079944,tt0072443"
nm0814280,Song Kang-ho,1967,\N,actor,"tt1706620,tt0353969,tt6751668,tt0468492"
nm0814289,Song Wok-suk,1960,\N,actress,"tt3865722,tt0293715,tt0297163,tt0156386"
nm0814716,Ömer Faruk Sorak,1964,\N,"director,production_designer,producer","tt0270053,tt0826631,tt1567448,tt0384116"
nm0815070,Aaron Sorkin,1961,\N,"writer,producer,actor","tt0200276,tt0104257,tt4209788,tt1070874"
nm0816143,Terry Southern,1924,1995,"writer,actor,producer","tt0059037,tt0064276,tt0057012,tt0062711"
nm0816458,Charles Spaak,1903,1975,"writer,director,assistant_director","tt0028950,tt0201791,tt0038824,tt0045525"
nm0816914,Dejan Sparavalo,\N,\N,"actor,composer,music_department","tt0274680,tt0322807,tt0322420,tt0118843"
nm0817844,Abigail Spencer,1981,\N,"actress,producer,writer","tt2183404,tt1623205,tt0409847,tt0804503"
nm0817929,Dorothy Spencer,1909,2002,"editor,actress","tt0035446,tt0056937,tt0031971,tt0071455"
nm0818055,Octavia Spencer,1970,\N,"actress,producer,soundtrack","tt4846340,tt2872518,tt2334649,tt1454029"
nm0818545,Sam Spiegel,1901,1985,"producer,miscellaneous,soundtrack","tt0050212,tt0038991,tt0047296,tt0056172"
nm0818746,Evan Spiliotopoulos,\N,\N,"writer,producer,miscellaneous","tt2381991,tt2771200,tt13375076,tt9419056"
nm0818889,Gary Spinelli,\N,\N,"writer,producer,script_department","tt6160506,tt1245500,tt3532216,tt0899043"
nm0820987,Terry Stacey,1962,\N,"cinematographer,camera_department,director","tt1306980,tt5968274,tt0773262,tt1259528"
nm0821041,Robert Stack,1919,2003,"actor,soundtrack,producer","tt0035446,tt0078723,tt0080339,tt0049966"
nm0821205,Zach Staenberg,1954,\N,"editor,editorial_department,producer","tt1731141,tt0133093,tt0234215,tt1637688"
nm0821432,Chad Stahelski,1968,\N,"stunts,producer,actor","tt10838180,tt10366206,tt0234215,tt2911666"
nm0821543,Enzo Staiola,1939,\N,actor,"tt0075834,tt0041921,tt0046754,tt0040522"
nm0822982,Sullivan Stapleton,1977,\N,"actor,producer","tt1313092,tt1253863,tt0282209,tt1321870"
nm0823330,Steve Starkey,\N,\N,"producer,assistant_director,editorial_department","tt0118884,tt0162222,tt0109830,tt1907668"
nm0823435,Diego Starosta,\N,\N,actor,"tt0247556,tt3655414,tt3011894,tt2538222"
nm0824785,Paprika Steen,1964,\N,"actress,director,soundtrack","tt1314269,tt0291395,tt0478394,tt0167137"
nm0825010,Joseph Stefano,1922,2006,"miscellaneous,writer,producer","tt0312723,tt0155975,tt0054215,tt0056777"
nm0825308,William Steig,1907,2003,"writer,art_department","tt0298148,tt0126029,tt0892791,tt0413267"
nm0825524,Joseph Stein,1912,2010,"writer,producer","tt0085649,tt0067093,tt0061626,tt12408644"
nm0825705,John Steinbeck,1902,1968,"writer,soundtrack","tt0045296,tt0048028,tt0032551,tt0037017"
nm0826663,Molly Malene Stensgaard,1966,\N,"editor,editorial_department,miscellaneous","tt0168629,tt4003440,tt1937390,tt1527186"
nm0826714,Zack Stentz,\N,\N,"producer,writer,miscellaneous","tt0851851,tt1270798,tt0313911,tt0213327"
nm0827726,James D. Stern,\N,\N,"producer,director,writer","tt0368794,tt2140379,tt1276104,tt0176426"
nm0827731,Jay Stern,\N,\N,"producer,miscellaneous","tt0293564,tt3289728,tt0120812,tt0119695"
nm0827821,Philip Van Doren Stern,1900,1984,writer,"tt0038650,tt0076213"
nm0827869,Tom Stern,1946,\N,"camera_department,cinematographer,director","tt0498380,tt0327056,tt0824747,tt0418689"
nm0827985,Joshua Sternin,1966,\N,"writer,producer,miscellaneous","tt7826108,tt1436562,tt1877889,tt0252028"
nm0828630,Michael Stevens,\N,\N,"composer,soundtrack,music_department","tt1057500,tt0327056,tt1205489,tt0498380"
nm0829032,Ray Stevenson,1964,2023,"actor,soundtrack","tt0450405,tt1416801,tt1509767,tt0800369"
nm0829054,Scott Stevenson,\N,\N,"editor,editorial_department,writer","tt0388644,tt6794424,tt4677300,tt0113247"
nm0829152,Alan Stewart,1960,\N,"camera_department,cinematographer,assistant_director","tt5028340,tt0185906,tt6139732,tt0988045"
nm0829576,Kristen Stewart,1990,\N,"actress,director,soundtrack","tt1735898,tt1324999,tt1099212,tt1325004"
nm0829681,Missy Stewart,\N,\N,"production_designer,art_department,actress","tt1103153,tt1904996,tt0119217,tt0852713"
nm0830294,Joe Stillman,\N,\N,"writer,producer,miscellaneous","tt1320261,tt0298148,tt0115641,tt0126029"
nm0830371,Slavko Stimac,1960,\N,"actor,writer,producer","tt0114787,tt1372686,tt0995712,tt11173328"
nm0830503,Lucki Stipetic,\N,\N,"producer,camera_department,production_manager","tt0094888,tt0083946,tt0068182,tt0145046"
nm0830760,Aaron Stockard,\N,\N,"writer,miscellaneous,producer","tt0119217,tt0840361,tt0452623,tt0134119"
nm0831290,Bram Stoker,1847,1912,"writer,miscellaneous","tt0021814,tt0103874,tt0051554,tt0013442"
nm0831557,Nicholas Stoller,1976,\N,"producer,writer,director","tt1204342,tt4438848,tt2281587,tt4624424"
nm0832314,Eric Stonestreet,1971,\N,"actor,soundtrack,writer","tt1442437,tt2709768,tt1850397,tt0181875"
nm0832792,Ken Stott,1954,\N,"actor,soundtrack","tt0111149,tt2310332,tt0903624,tt1170358"
nm0833089,J. Michael Straczynski,1954,\N,"writer,producer,miscellaneous","tt0824747,tt0105946,tt0290966,tt2431438"
nm0833865,Robert Strauss,1913,1975,"actor,soundtrack","tt0043989,tt0046359,tt0048605,tt0048347"
nm0834199,Marc Streitenfeld,1974,\N,"composer,music_department,soundtrack","tt0765429,tt1446714,tt0955308,tt1601913"
nm0834902,Robert Stromberg,\N,\N,"visual_effects,director,producer","tt1587310,tt0499549,tt1014759,tt0311113"
nm0834960,Danny Strong,1974,\N,"producer,writer,actor","tt9174558,tt1848902,tt3228904,tt4270492"
nm0834989,Jeremy Strong,1978,\N,"actor,miscellaneous,producer","tt1872194,tt7660850,tt1070874,tt1596363"
nm0835016,Mark Strong,1963,\N,"actor,producer","tt8579674,tt2802144,tt0448115,tt1790885"
nm0835194,Victoria Strouse,\N,\N,"writer,miscellaneous,actress","tt0191074,tt2277860,tt0756573,tt1950235"
nm0835297,Arkadiy Strugatskiy,1925,1991,writer,"tt0972558,tt0079944,tt0095040,tt0204526"
nm0835298,Boris Strugatskiy,1933,2012,writer,"tt0095040,tt0204526,tt0972558,tt0079944"
nm0835365,Karl Struss,1886,1981,"cinematographer,camera_department,director","tt0032553,tt0018455,tt0022835,tt0033331"
nm0835732,Jeb Stuart,1956,\N,"writer,producer,director","tt0106977,tt0099044,tt0095016,tt0097770"
nm0835959,Scott Stuber,1968,\N,"producer,actor,miscellaneous","tt0120461,tt0431197,tt1053424,tt1440129"
nm0836121,Michael Stuhlbarg,1968,\N,"actor,soundtrack","tt5580390,tt0979432,tt1019452,tt5726616"
nm0836328,John Sturges,1910,1992,"director,producer,editor","tt0057115,tt0047849,tt0050468,tt0054047"
nm0836673,Søren Stærmose,1952,\N,"producer,writer,actor","tt1568346,tt1132620,tt11721492,tt1216487"
nm0837112,Richard Suckle,\N,\N,"producer,miscellaneous","tt1800241,tt0451279,tt0119099,tt0963178"
nm0837177,Jason Sudeikis,1975,\N,"actor,writer,soundtrack","tt1499658,tt1723121,tt4680182,tt10986410"
nm0837183,Hermann Sudermann,1857,1928,writer,"tt0134107,tt0016884,tt0037580,tt0018455"
nm0837223,Alison Sudol,1984,\N,"soundtrack,actress,writer","tt4123432,tt3183660,tt4123430,tt1586265"
nm0837386,Michael Sugar,\N,\N,"producer,manager,actor","tt1895587,tt8236336,tt0804522,tt4682786"
nm0837925,Margaret Sullavan,1909,1960,"actress,soundtrack","tt0033045,tt0028029,tt0030744,tt0030865"
nm0837989,C. Gardner Sullivan,1884,1965,"writer,miscellaneous,script_department","tt0020629,tt0016123,tt0007260,tt0014759"
nm0839486,Ethan Suplee,1976,\N,"actor,soundtrack","tt0251160,tt0210945,tt0118842,tt0113749"
nm0840060,Cathleen Sutherland,\N,\N,"producer,actress,production_manager","tt5578150,tt0089470,tt1065073,tt9847450"
nm0840699,Toshio Suzuki,1948,\N,"producer,animation_department,miscellaneous","tt0347149,tt2013293,tt1798188,tt0245429"
nm0841501,Mack Swain,1876,1935,"actor,director","tt0020080,tt0018931,tt0015864,tt0019478"
nm0841797,Gloria Swanson,1899,1983,"actress,soundtrack,producer","tt0019344,tt0020514,tt0022000,tt0043014"
nm0842156,Mary Sweeney,1953,\N,"producer,editor,writer","tt0166896,tt1297935,tt0116922,tt0166924"
nm0842485,Jo Swerling,1893,1964,"writer,script_department","tt0038650,tt0048140,tt0035211,tt0037017"
nm0842523,Robin Swicord,1952,\N,"writer,director,producer","tt0397535,tt3281548,tt0421715,tt0110367"
nm0842605,Jonathan Swift,1667,1745,writer,"tt0233494,tt1320261,tt0064843,tt1669607"
nm0842770,Tilda Swinton,1960,\N,"actress,producer,writer","tt1242460,tt1706620,tt0465538,tt1034415"
nm0843213,William Sylvester,1922,1995,actor,"tt0054938,tt0073994,tt0075142,tt0062622"
nm0843306,Kari Sylwan,1940,\N,"actress,director,writer","tt0049814,tt0069467,tt0080419,tt26593263"
nm0844262,Wladyslaw Szpilman,1911,2000,"composer,soundtrack,music_department","tt0098096,tt0253474,tt0153960,tt0208912"
